id,name,name_en,place,population,is_in,source,adm1_name,adm2_name
way/1242975178,,,,,,,Zambezi,Sibbinda
way/1242975176,,,,,,,Zambezi,Sibbinda
way/1242975172,,,,,,,Zambezi,Sibbinda
way/1242975173,,,,,,,Zambezi,Sibbinda
way/1242975175,,,,,,,Zambezi,Sibbinda
node/5289029311,Kanono,,village,,,,Zambezi,Sibbinda
way/1242975174,,,,,,,Zambezi,Sibbinda
way/1242975171,,,,,,,Zambezi,Sibbinda
way/1242975157,,,,,,,Zambezi,Sibbinda
way/1242975158,,,,,,,Zambezi,Sibbinda
way/1242975159,,,,,,,Zambezi,Sibbinda
way/1242975170,,,,,,,Zambezi,Sibbinda
node/8749958074,Kakoma,,hamlet,,,,Zambezi,Sibbinda
way/1242975169,,,,,,,Zambezi,Sibbinda
way/1242975168,,,,,,,Zambezi,Sibbinda
way/1242975167,,,,,,,Zambezi,Sibbinda
node/5289029373,Shaile,,hamlet,,,,Zambezi,Sibbinda
way/1242975166,,,,,,,Zambezi,Sibbinda
way/945115906,,,,,,,Zambezi,Sibbinda
way/416445939,,,,,,,Zambezi,Sibbinda
way/416445937,,,,,,,Zambezi,Sibbinda
way/416444522,,,,,,,Zambezi,Katima Mulilo Rural
way/416445104,,,,,,,Zambezi,Sibbinda
way/416445105,,,,,,,Zambezi,Sibbinda
way/416445936,,,,,,,Zambezi,Sibbinda
way/416445938,,,,,,,Zambezi,Sibbinda
way/416444521,,,,,,,Zambezi,Katima Mulilo Rural
node/5321445892,Kaliangile,,hamlet,,,,Zambezi,Kongola
way/1036112229,Makusi,,,,,,Zambezi,Sibbinda
way/1053928840,Sibbinda,,village,,,,Zambezi,Linyanti
way/1053931263,,,,,,,Zambezi,Linyanti
way/1198588501,Solar village,,,,,,Zambezi,Linyanti
way/249062375,Makanga,,village,,,,Zambezi,Linyanti
way/1255459043,,,,,,,Zambezi,Linyanti
way/1303844103,,,,,,,Zambezi,Linyanti
node/12074878227,Golden Halfway,,hamlet,,,,Zambezi,Linyanti
way/1303844102,,,,,,,Zambezi,Linyanti
way/1303844101,,,,,,,Zambezi,Linyanti
way/1053709393,Masida,,,,,,Zambezi,Linyanti
way/1303844099,,,,,,,Zambezi,Linyanti
way/1303844100,,,,,,,Zambezi,Linyanti
way/1053934301,Kansoko,,,,,,Zambezi,Linyanti
way/1053926662,Sitanta,,,,,,Zambezi,Linyanti
way/1303844097,,,,,,,Zambezi,Linyanti
way/1303844098,,,,,,,Zambezi,Linyanti
node/12073735491,,,isolated_dwelling,,,,Zambezi,Linyanti
node/3215883271,,,hamlet,,,,Zambezi,Linyanti
node/12074878471,,,isolated_dwelling,,,,Zambezi,Linyanti
node/12073735094,,,isolated_dwelling,,,,Zambezi,Linyanti
node/12073734962,,,isolated_dwelling,,,,Zambezi,Linyanti
node/12073734870,,,hamlet,,,,Zambezi,Linyanti
node/11551945105,Samulandela,,hamlet,,,,Zambezi,Linyanti
way/955495314,Singobeka,,,,,,Zambezi,Linyanti
way/1242975198,,,,,,,Zambezi,Linyanti
way/1242975196,,,,,,,Zambezi,Linyanti
way/1242975195,,,,,,,Zambezi,Linyanti
way/1242975199,,,,,,,Zambezi,Linyanti
way/1242975194,,,,,,,Zambezi,Linyanti
way/1242975193,,,,,,,Zambezi,Linyanti
way/1242975192,,,,,,,Zambezi,Linyanti
way/1242975200,,,,,,,Zambezi,Linyanti
node/5318475103,Kapani,,village,,,,Zambezi,Linyanti
way/1242975201,,,,,,,Zambezi,Linyanti
way/1242975197,,,,,,,Zambezi,Linyanti
node/3215893776,,,hamlet,,,,Zambezi,Linyanti
node/5289029374,Muketela,,hamlet,,,,Zambezi,Sibbinda
way/410939245,,,,,,,Zambezi,Sibbinda
node/3215893530,Kikiya,,hamlet,,,,Zambezi,Sibbinda
way/410939247,,,,,,,Zambezi,Sibbinda
way/410939246,,,,,,,Zambezi,Sibbinda
node/3215893798,Sabelo,,hamlet,,,,Zambezi,Linyanti
way/315470572,Linyanti,,village,,,,Zambezi,Linyanti
node/3215883478,Maunga,,hamlet,,,,Zambezi,Linyanti
way/955495309,,,,,,,Zambezi,Linyanti
way/955495310,,,,,,,Zambezi,Linyanti
way/552872626,Batubaja,,,,,,Zambezi,Linyanti
node/11551945106,Batubaja,,hamlet,,,,Zambezi,Linyanti
node/11551945107,Mbilajwe,,hamlet,,,,Zambezi,Linyanti
way/955491738,Mbilajwe,,,,,,Zambezi,Linyanti
way/955491737,,,,,,,Zambezi,Linyanti
way/955491739,,,,,,,Zambezi,Linyanti
node/8843298820,Silonga,,hamlet,,,,Zambezi,Linyanti
node/8843255385,Tokomela,,hamlet,,,,Zambezi,Linyanti
way/955491735,,,,,,,Zambezi,Linyanti
way/955492831,,,,,,,Zambezi,Linyanti
way/955492832,Samudono,,,,,,Zambezi,Linyanti
way/955495304,,,,,,,Zambezi,Linyanti
way/955495307,Lupito,,,,,,Zambezi,Linyanti
node/7227646545,Masiye,,hamlet,,,,Zambezi,Linyanti
way/953081082,,,,,,,Zambezi,Linyanti
way/955491740,Malengalenga,,,,,,Zambezi,Linyanti
node/11551945108,Malengalenga,,village,,,,Zambezi,Linyanti
node/4919598000,,,hamlet,,,,Omaheke,Kalahari
node/2766834460,,,village,,,,Omaheke,Aminius
node/2766834466,,,village,,,,Omaheke,Aminius
node/3186773426,,,hamlet,,,,Omaheke,Aminius
node/3186757137,,,hamlet,,,,Omaheke,Aminius
node/3186757086,,,hamlet,,,,Omaheke,Aminius
node/2763846372,,,hamlet,,,,Omaheke,Aminius
node/2763846768,,,village,,,,Omaheke,Aminius
node/2763846500,,,isolated_dwelling,,,,Omaheke,Aminius
node/2763846206,Okomboha,,village,,,,Omaheke,Aminius
node/2763846196,Aroams Oos,,village,,,,Omaheke,Aminius
node/2763846219,Otjiungukwa,,village,,,,Omaheke,Aminius
node/2763847817,,,hamlet,,,,Omaheke,Aminius
node/2763846215,Okoukambe,,village,,,,Omaheke,Aminius
node/2766585683,Okomungondo,,village,,,,Omaheke,Aminius
node/2766585692,Okonyama,,village,,,,Omaheke,Aminius
node/2766585710,Omutumbondudu,,hamlet,,,,Omaheke,Aminius
node/2766585721,Otjituwe,,hamlet,,,,Omaheke,Aminius
node/2766585732,Otjongombe,,hamlet,,,,Omaheke,Aminius
node/2766585699,Omitiomire,,hamlet,,,,Omaheke,Aminius
node/2766585726,Otjombungu,,village,,,,Omaheke,Aminius
node/2766585675,Okombepera,,village,,,,Omaheke,Aminius
node/2766587733,,,isolated_dwelling,,,,Omaheke,Aminius
node/2766585742,Otjoruharwi,,village,,,,Omaheke,Aminius
node/2137291612,Otjomukona,,hamlet,,,,Omaheke,Aminius
node/2763846217,Otjikoto,,hamlet,,,,Omaheke,Aminius
way/978243071,,,,,,,Omaheke,Aminius
node/260779501,Onderombapa,,village,,,,Omaheke,Aminius
node/2763847617,,,isolated_dwelling,,,,Omaheke,Aminius
node/2763847523,,,hamlet,,,,Omaheke,Aminius
node/2763846213,Okomumbonde,,hamlet,,,,Omaheke,Aminius
node/2763846204,Okaseta,,village,,,,Omaheke,Aminius
node/2763846199,Aroams,,village,,,,Omaheke,Aminius
node/2763846202,Klein Aroams,,hamlet,,,,Omaheke,Aminius
node/11676843164,,,isolated_dwelling,,,,Omaheke,Aminius
node/2137291609,Oreviya,,village,,,,Omaheke,Aminius
node/3186867181,,,hamlet,,,,Omaheke,Kalahari
node/3186757121,,,hamlet,,,,Omaheke,Kalahari
node/7250089886,Tsjaka,,village,,,,Omaheke,Kalahari
way/978429476,,,,,,,Omaheke,Kalahari
node/2137291611,Otjipandjarwa,,village,,,,Omaheke,Aminius
node/2137291887,,,village,,,,Omaheke,Aminius
node/3188612439,,,hamlet,,,,Omaheke,Kalahari
node/3172470748,,,hamlet,,,,Omaheke,Gobabis
node/3172469995,,,hamlet,,,,Omaheke,Gobabis
way/389555122,Farm Schellenberg,,,,,,Omaheke,Gobabis
node/3927225832,Farm Schellenberg,,isolated_dwelling,,,,Omaheke,Gobabis
node/260776440,Gross Ums,,hamlet,,,,Omaheke,Aminius
way/308953323,,,,,,,Omaheke,Aminius
node/2137295264,Sarie Maré,,hamlet,,,,Omaheke,Aminius
way/308953339,,,,,,,Omaheke,Aminius
node/2137291610,Otjihozevi,,village,,,,Omaheke,Aminius
node/2137291608,Okahiokaapa,,village,,,,Omaheke,Aminius
node/2766585704,Omitivine,,village,,,,Omaheke,Aminius
node/2766588449,,,isolated_dwelling,,,,Omaheke,Aminius
node/2766588457,,,isolated_dwelling,,,,Omaheke,Aminius
node/2766588784,,,isolated_dwelling,,,,Omaheke,Aminius
node/2766589127,Ozondjiva,,village,,,,Omaheke,Aminius
node/2766834449,Otjovakombe,,village,,,,Omaheke,Aminius
node/2766834379,Oahava,,village,,,,Omaheke,Aminius
way/1494526168,,,,,,,Omaheke,Aminius
way/1493232754,,,,,,,Omaheke,Aminius
way/1493232751,,,,,,,Omaheke,Aminius
way/1497195996,,,,,,,Omaheke,Aminius
way/1493232771,,,,,,,Omaheke,Aminius
way/1493210333,,,,,,,Omaheke,Aminius
way/1493232747,,,,,,,Omaheke,Aminius
way/1493210338,,,,,,,Omaheke,Aminius
way/1493210335,,,,,,,Omaheke,Aminius
way/1493232768,,,,,,,Omaheke,Aminius
way/308953342,,,,,,,Omaheke,Aminius
way/1496560010,,,,,,,Omaheke,Aminius
way/1497186407,,,,,,,Omaheke,Aminius
way/1497186406,,,,,,,Omaheke,Aminius
way/1497186408,,,,,,,Omaheke,Aminius
way/1493239517,,,,,,,Omaheke,Aminius
way/1497186409,,,,,,,Omaheke,Aminius
way/1496560007,,,,,,,Omaheke,Aminius
way/1493239520,,,,,,,Omaheke,Aminius
way/1494064346,,,,,,,Omaheke,Aminius
way/1494064344,,,,,,,Omaheke,Aminius
way/1494074289,,,,,,,Omaheke,Aminius
way/1494064380,,,,,,,Omaheke,Aminius
way/1494064379,,,,,,,Omaheke,Aminius
way/1494074299,,,,,,,Omaheke,Aminius
way/946778007,,,,,,,Omaheke,Aminius
way/1494074300,,,,,,,Omaheke,Aminius
way/308953317,,,,,,,Omaheke,Aminius
node/260782808,Aminuis,,village,,,,Omaheke,Aminius
way/1494074294,,,,,,,Omaheke,Aminius
way/1494074293,,,,,,,Omaheke,Aminius
way/1494074292,,,,,,,Omaheke,Aminius
way/1494074297,,,,,,,Omaheke,Aminius
way/1493232732,,,,,,,Omaheke,Aminius
way/1493232731,,,,,,,Omaheke,Aminius
way/1493232728,,,,,,,Omaheke,Aminius
way/1493232727,,,,,,,Omaheke,Aminius
way/1493232718,,,,,,,Omaheke,Aminius
way/1494074291,,,,,,,Omaheke,Aminius
way/1493232773,,,,,,,Omaheke,Aminius
way/1493232724,,,,,,,Omaheke,Aminius
way/1493232740,,,,,,,Omaheke,Aminius
way/1495250724,,,,,,,Omaheke,Aminius
way/1495250726,,,,,,,Omaheke,Aminius
way/1495250727,,,,,,,Omaheke,Aminius
way/1495250728,,,,,,,Omaheke,Aminius
way/1495250725,,,,,,,Omaheke,Aminius
way/1494074290,,,,,,,Omaheke,Aminius
way/1494064334,,,,,,,Omaheke,Aminius
way/1494064343,,,,,,,Omaheke,Aminius
way/1494064376,,,,,,,Omaheke,Aminius
way/1494074288,,,,,,,Omaheke,Aminius
way/1493239503,,,,,,,Omaheke,Aminius
way/1493239511,,,,,,,Omaheke,Aminius
way/1497186419,,,,,,,Omaheke,Aminius
way/1497186435,,,,,,,Omaheke,Aminius
way/1497186444,,,,,,,Omaheke,Aminius
way/1497186443,,,,,,,Omaheke,Aminius
way/1498070326,,,,,,,Omaheke,Aminius
way/1498070328,,,,,,,Omaheke,Aminius
way/1498070331,,,,,,,Omaheke,Aminius
way/1498072748,,,,,,,Omaheke,Aminius
way/1498072752,,,,,,,Omaheke,Aminius
way/1498072746,,,,,,,Omaheke,Aminius
way/1498072742,,,,,,,Omaheke,Aminius
way/1498072741,,,,,,,Omaheke,Aminius
way/1498072740,,,,,,,Omaheke,Aminius
way/1498072738,,,,,,,Omaheke,Aminius
way/1498072739,,,,,,,Omaheke,Aminius
way/1498072731,,,,,,,Omaheke,Aminius
way/1498072730,,,,,,,Omaheke,Aminius
way/1498072718,,,,,,,Omaheke,Aminius
way/1498072736,,,,,,,Omaheke,Aminius
way/1498072734,,,,,,,Omaheke,Aminius
way/1498072717,,,,,,,Omaheke,Aminius
way/1498072722,,,,,,,Omaheke,Aminius
way/1498072728,,,,,,,Omaheke,Aminius
way/1498072725,,,,,,,Omaheke,Aminius
way/1498075297,,,,,,,Omaheke,Aminius
way/1498072723,,,,,,,Omaheke,Aminius
way/1498075284,,,,,,,Omaheke,Aminius
way/1498075286,,,,,,,Omaheke,Aminius
way/1498075288,,,,,,,Omaheke,Aminius
way/1498075290,,,,,,,Omaheke,Aminius
way/1498075292,,,,,,,Omaheke,Aminius
way/1498075316,,,,,,,Omaheke,Aminius
way/1498075280,,,,,,,Omaheke,Aminius
way/1498072803,,,,,,,Omaheke,Aminius
way/1498072804,,,,,,,Omaheke,Aminius
way/1498075303,,,,,,,Omaheke,Aminius
way/1498075304,,,,,,,Omaheke,Aminius
way/1498075306,,,,,,,Omaheke,Aminius
way/1498072806,,,,,,,Omaheke,Aminius
way/1498072810,,,,,,,Omaheke,Aminius
way/1498072812,,,,,,,Omaheke,Aminius
way/1498072814,,,,,,,Omaheke,Aminius
way/1498072813,,,,,,,Omaheke,Aminius
way/1498072799,,,,,,,Omaheke,Aminius
way/1498072796,,,,,,,Omaheke,Aminius
way/1498072801,,,,,,,Omaheke,Aminius
way/1498072792,,,,,,,Omaheke,Aminius
way/1498072793,,,,,,,Omaheke,Aminius
way/1498072782,,,,,,,Omaheke,Aminius
way/1498072778,,,,,,,Omaheke,Aminius
way/1498072784,,,,,,,Omaheke,Aminius
way/1498072777,,,,,,,Omaheke,Aminius
way/1498072775,,,,,,,Omaheke,Aminius
way/1498072770,,,,,,,Omaheke,Aminius
way/1498072766,,,,,,,Omaheke,Aminius
way/1498072764,,,,,,,Omaheke,Aminius
way/1498072765,,,,,,,Omaheke,Aminius
way/1498072763,,,,,,,Omaheke,Aminius
way/1498072771,,,,,,,Omaheke,Aminius
way/1498072767,,,,,,,Omaheke,Aminius
way/1498072785,,,,,,,Omaheke,Aminius
way/1498072781,,,,,,,Omaheke,Aminius
way/1498075311,,,,,,,Omaheke,Aminius
way/1497304000,,,,,,,Omaheke,Aminius
way/1497360962,,,,,,,Omaheke,Aminius
way/1497303997,,,,,,,Omaheke,Aminius
way/1497303998,,,,,,,Omaheke,Aminius
way/1497303999,,,,,,,Omaheke,Aminius
way/1497303996,,,,,,,Omaheke,Aminius
way/1497303995,,,,,,,Omaheke,Aminius
way/1497360958,,,,,,,Omaheke,Aminius
node/2766834374,Mokaleng,,village,,,,Omaheke,Aminius
relation/18374195,,,,,,,Omaheke,Aminius
way/1498075329,,,,,,,Omaheke,Aminius
way/1498075339,,,,,,,Omaheke,Aminius
way/1498075345,,,,,,,Omaheke,Aminius
way/1498075354,,,,,,,Omaheke,Aminius
way/1498075343,,,,,,,Omaheke,Aminius
way/1498075353,,,,,,,Omaheke,Aminius
way/1498075352,,,,,,,Omaheke,Aminius
way/1498075355,,,,,,,Omaheke,Aminius
node/2061470759,Hugus,,hamlet,,,,Omaheke,Aminius
way/1498075323,,,,,,,Omaheke,Aminius
way/1498075309,,,,,,,Omaheke,Aminius
way/1498070263,,,,,,,Omaheke,Aminius
way/1498070278,,,,,,,Omaheke,Aminius
way/1498070277,,,,,,,Omaheke,Aminius
way/1498070267,,,,,,,Omaheke,Aminius
way/1498070269,,,,,,,Omaheke,Aminius
way/1498070270,,,,,,,Omaheke,Aminius
way/1498070271,,,,,,,Omaheke,Aminius
way/1498070272,,,,,,,Omaheke,Aminius
way/1498070274,,,,,,,Omaheke,Aminius
way/1498070281,,,,,,,Omaheke,Aminius
way/1498070280,,,,,,,Omaheke,Aminius
way/1498070284,,,,,,,Omaheke,Aminius
way/1498070289,,,,,,,Omaheke,Aminius
way/1498070288,,,,,,,Omaheke,Aminius
node/2061470760,Otjongwe,,hamlet,,,,Omaheke,Aminius
way/1498070317,,,,,,,Omaheke,Aminius
way/1498070322,,,,,,,Omaheke,Aminius
way/1498070315,,,,,,,Omaheke,Aminius
way/1498070297,,,,,,,Omaheke,Aminius
way/1498070294,,,,,,,Omaheke,Aminius
way/1498070254,,,,,,,Omaheke,Aminius
way/1498070251,,,,,,,Omaheke,Aminius
way/1498070296,,,,,,,Omaheke,Aminius
way/1498070256,,,,,,,Omaheke,Aminius
way/1498070260,,,,,,,Omaheke,Aminius
way/1498070290,,,,,,,Omaheke,Aminius
way/1498070293,,,,,,,Omaheke,Aminius
way/1498070292,,,,,,,Omaheke,Aminius
way/1498070291,,,,,,,Omaheke,Aminius
way/1498070295,,,,,,,Omaheke,Aminius
way/1498070261,,,,,,,Omaheke,Aminius
way/1498070262,,,,,,,Omaheke,Aminius
way/1498070300,,,,,,,Hardap,Mariental Rural
way/1498070301,,,,,,,Hardap,Mariental Rural
way/1498070308,,,,,,,Hardap,Mariental Rural
way/1498070314,,,,,,,Hardap,Mariental Rural
way/1498070318,,,,,,,Omaheke,Aminius
way/312601039,,,,,,,Omaheke,Aminius
way/218999420,,,,,,,Omaheke,Aminius
way/218999383,,,,,,,Omaheke,Aminius
node/243765022,Leonardville,,village,,,,Omaheke,Aminius
node/3186974293,,,hamlet,,,,Hardap,Mariental Rural
node/3188466354,,,hamlet,,,,Hardap,Mariental Rural
node/3174298986,,,hamlet,,,,Hardap,Mariental Rural
node/3170438041,,,hamlet,,,,Hardap,Mariental Rural
node/3170438049,,,hamlet,,,,Hardap,Mariental Rural
way/218241663,,,,,,,Hardap,Mariental Rural
way/218241668,,,,,,,Hardap,Mariental Rural
node/243746400,Aranos,,town,3683,,,Hardap,Mariental Rural
way/218241656,,,,,,,Hardap,Mariental Rural
node/3184688076,,,hamlet,,,,Hardap,Mariental Rural
node/3184688363,,,hamlet,,,,Hardap,Mariental Rural
node/3184688100,,,hamlet,,,,Hardap,Mariental Rural
way/308953327,,,,,,,Hardap,Mariental Rural
way/310704121,,,,,,,Hardap,Mariental Rural
node/3161600865,,,hamlet,,,,Hardap,Mariental Rural
way/310706709,,,,,,,Hardap,Mariental Rural
way/695646949,,,,,,,Hardap,Mariental Rural
way/695646953,,,,,,,Hardap,Mariental Rural
way/695646952,,,,,,,Hardap,Mariental Rural
way/695646956,,,,,,,Hardap,Mariental Rural
way/1497198447,,,,,,,Omaheke,Aminius
way/1497352957,,,,,,,Omaheke,Aminius
way/1497304005,,,,,,,Omaheke,Aminius
way/1497304006,,,,,,,Omaheke,Aminius
way/1497304009,,,,,,,Omaheke,Aminius
way/1497352961,,,,,,,Omaheke,Aminius
way/1497352963,,,,,,,Omaheke,Aminius
way/1497198467,,,,,,,Omaheke,Aminius
way/1497198457,,,,,,,Omaheke,Aminius
way/1497198468,,,,,,,Omaheke,Aminius
way/1497198455,,,,,,,Omaheke,Aminius
way/1497198452,,,,,,,Omaheke,Aminius
way/1497360935,,,,,,,Omaheke,Aminius
way/1497355381,,,,,,,Omaheke,Aminius
way/1497355386,,,,,,,Omaheke,Aminius
way/1497353007,,,,,,,Omaheke,Aminius
way/1497353005,,,,,,,Omaheke,Aminius
way/1497352994,,,,,,,Omaheke,Aminius
way/1497352992,,,,,,,Omaheke,Aminius
way/1497352988,,,,,,,Omaheke,Aminius
way/1497353006,,,,,,,Omaheke,Aminius
way/1497352984,,,,,,,Omaheke,Aminius
way/1497355377,,,,,,,Omaheke,Aminius
way/1497303971,,,,,,,Omaheke,Aminius
way/1497352974,,,,,,,Omaheke,Aminius
way/1497352976,,,,,,,Omaheke,Aminius
way/1497352980,,,,,,,Omaheke,Aminius
way/1497353027,,,,,,,Omaheke,Aminius
way/1497352973,,,,,,,Omaheke,Aminius
way/1497304012,,,,,,,Omaheke,Aminius
way/1497352967,,,,,,,Omaheke,Aminius
way/1497353029,,,,,,,Omaheke,Aminius
way/1497353018,,,,,,,Omaheke,Aminius
way/1497355392,,,,,,,Omaheke,Aminius
way/1497353016,,,,,,,Omaheke,Aminius
way/1497353017,,,,,,,Omaheke,Aminius
way/1497353014,,,,,,,Omaheke,Aminius
way/1497353015,,,,,,,Omaheke,Aminius
way/1497353012,,,,,,,Omaheke,Aminius
way/1497353008,,,,,,,Omaheke,Aminius
way/1497353009,,,,,,,Omaheke,Aminius
way/1497353010,,,,,,,Omaheke,Aminius
way/1497353011,,,,,,,Omaheke,Aminius
way/1497303993,,,,,,,Omaheke,Aminius
way/1497355395,,,,,,,Omaheke,Aminius
way/1497355390,,,,,,,Omaheke,Aminius
way/1497303987,,,,,,,Omaheke,Aminius
way/1497353013,,,,,,,Omaheke,Aminius
way/1497303989,,,,,,,Omaheke,Aminius
way/1497303952,,,,,,,Omaheke,Aminius
way/1497303957,,,,,,,Omaheke,Aminius
way/1497303968,,,,,,,Omaheke,Aminius
way/1497360953,,,,,,,Omaheke,Aminius
way/1497360943,,,,,,,Omaheke,Aminius
way/1497360947,,,,,,,Omaheke,Aminius
way/1497198513,,,,,,,Omaheke,Aminius
way/1497198512,,,,,,,Omaheke,Aminius
node/2766834398,Okeruru,,village,,,,Omaheke,Aminius
way/1497198502,,,,,,,Omaheke,Aminius
way/1497198505,,,,,,,Omaheke,Aminius
way/1497198504,,,,,,,Omaheke,Aminius
way/1497198496,,,,,,,Omaheke,Aminius
way/1497198495,,,,,,,Omaheke,Aminius
node/2766834405,Okomukaru,,village,,,,Omaheke,Aminius
way/1497198490,,,,,,,Omaheke,Aminius
way/1497198497,,,,,,,Omaheke,Aminius
way/1497198498,,,,,,,Omaheke,Aminius
way/1497198494,,,,,,,Omaheke,Aminius
way/1497198489,,,,,,,Omaheke,Aminius
way/1497198480,,,,,,,Omaheke,Aminius
way/1497198471,,,,,,,Omaheke,Aminius
way/1497198475,,,,,,,Omaheke,Aminius
way/1497198499,,,,,,,Omaheke,Aminius
way/1497198501,,,,,,,Omaheke,Aminius
way/1497198500,,,,,,,Omaheke,Aminius
way/1497198503,,,,,,,Omaheke,Aminius
node/2766834391,Okamuina,,hamlet,,,,Omaheke,Aminius
way/1497198511,,,,,,,Omaheke,Aminius
way/1497198510,,,,,,,Omaheke,Aminius
way/1497198509,,,,,,,Omaheke,Aminius
way/1497198508,,,,,,,Omaheke,Aminius
node/2766834443,Otjinyotjimwe,,hamlet,,,,Omaheke,Aminius
way/1497198506,,,,,,,Omaheke,Aminius
way/1497198507,,,,,,,Omaheke,Aminius
way/1497303920,,,,,,,Omaheke,Aminius
way/1497303925,,,,,,,Omaheke,Aminius
way/1497198441,,,,,,,Omaheke,Aminius
way/1497198440,,,,,,,Omaheke,Aminius
way/1494759977,,,,,,,Omaheke,Aminius
way/1495266165,,,,,,,Omaheke,Aminius
way/1495266166,,,,,,,Omaheke,Aminius
way/1494074306,,,,,,,Omaheke,Aminius
way/1494074305,,,,,,,Omaheke,Aminius
way/946778003,,,,,,,Omaheke,Aminius
way/1495266167,,,,,,,Omaheke,Aminius
way/1495266168,,,,,,,Omaheke,Aminius
way/1495266169,,,,,,,Omaheke,Aminius
way/1495266170,,,,,,,Omaheke,Aminius
way/1495266171,,,,,,,Omaheke,Aminius
way/1495266172,,,,,,,Omaheke,Aminius
node/2766835865,Rietquelle,,hamlet,,,,Omaheke,Aminius
way/1495273242,,,,,,,Omaheke,Aminius
